year,budget_type,city_abc,expense_category,division_board,consultants_name,description_of_the_work,expenditure
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,LRI Engineering,Consultation work and advice on the Sony Centre West Side Project Restoration,4160
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Enviro Management Inc.,Environmental consultant giving advice on the Sony Centre Rigging Project / Porte-Cochere Lighting Restoration,2075
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Enviro Management Inc.,Consultation and advice on the Centre's Exterior Wall Project,1955
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Enviro Management Inc.,Environmental consultant giving advice to Built Documentation,1600
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Enviro Management Inc.,Consultation and advice on the Centre's Fire Curtain Project,4130
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,ERA Architects,Consultation work and advice on the Sony Centre East Side Project / Porte-Cochere Lighting Restoration,19111
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,ERA Architects,Consultation and advice on the Centre's Exterior Wall Project,14676
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Hidi Rae Consulting Engineers,Consultation and advice on the Centre's Theatrical Performance Power Infrastructure Project,28450
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Theatre Consulants Collaborative,Consultation and advice on the Centre's Theatrical Performance Power Infrastructure Project,26417
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Theatre Consulants Collaborative,Consultation and advice on the Centre's Fire Curtain Project,4750
2017,CAPITAL,Agencies and Corporations,Technical,Sony Centre For The Performing Arts,Theatre Consulants Collaborative,Consultation and advice on the Centre's Stage Floor Project,15527
2016,Capital,CITY-B,Technical,City Planning,Access Planning Ltd.,Strategic planning for the Transit Fare integration and the Scarborough Subway Extension projects. Expected completion Dec 2017.,16371
2016,Capital,CITY-B,Technical,City Planning,Access Planning Ltd.,Specialized transit planning consulting and project management services for Waterfront Transit Reset. Completed.,174352
2016,Capital,CITY-B,Technical,City Planning,ACI Argyle Communications Inc.,Public relations services for the Relief Line Study. Expected completion Dec 2017.,20951
2016,Operating,CITY-ABC,MGMT/R&D,Toronto Police Services Board (TPSB),Addario Law Group,Provide advice with respect to the policy practice of street checks and carding. Completed.,70438
2016,Capital,CITY-B,Technical,Transportation,AECOM Canada Ltd.,Park Lawn / Lake Shore Transportation Master Plan Environmental Assessment. Expected completion June 2018.,227009
2016,Capital,CITY-ABC,Technical,Toronto Transit Commission,Aercoustics Engineering Ltd.,Assesment on long-term vibration monitoring station between woodbine to main stations to collect vibration measurements within the stations. Expected completion Aug 2017.,238706
2016,Operating,CITY-B,Technical,City Planning,AirBiz Aviation Strategies Ltd.,Review Runway extension Environmental Assessment and upgrade Airport Master Plan. Expected completion Dec 2017.,22700
2016,Capital,CITY-ABC,Technical,Exhibition Place,Aquafor Beech Ltd.,Storm water management feasibility study for Exhibition Place. Expected completion Sep 2017.,44169
2016,Capital,CITY-CMO,MGMT/R&D,City Manager's  Office,Arup Canada Inc.,Economic analysis and advisory services for transit expansion projects. Completed.,89635
2016,Operating,CITY-C,LEGAL,Real Estate Services,Avison Young Commercial Real Estate,Report on Tenanting options at Old City Hall. Expected completion Jul 2017.,96535
2016,Capital,CITY-ABC,MGMT/R&D,Toronto Zoo,Balind Architect Inc.,Study and proposal on  Outdoor Orangutan Exhibit. Expected completion Mar 2018.,33726
2016,Operating,CITY-ABC,Technical,Toronto Transit Commission,Barb Butler & Associates,Development of Fitness Duty policy.   Completed.,3969
2016,Operating,CITY-A,MGMT/R&D,"Parks, Forestry & Recreation",Beacon Environmental Ltd.,Develop Tree Planting Strategy for the City. Completed.,476
2016,Capital,CITY-B,Technical,City Planning,"Beasley & Associates, Planning",Port Lands Planning Framework Peer Review. Completed.,15682
2016,Operating,CITY-A,MGMT/R&D,"Shelter, Support & Housing Administration",Beverly Wolfus Consulting,"Developed draft consolidated summary of evaluation framework for Partners for Access and projects on York region, Windsor Street Health, clients and partner agencies. Expected completion Jul 2017",7923
2016,Capital,CITY-ABC,Technical,Toronto Transit Commission,Bombardier Transportation,"1) Evaluate the current operations and maintenance practices, 2) Perform an integrity assessment of carbody and trucks.  3) Provide capacity and performance improvement recommendations. Expected completion Dec 2017.",1117869
2016,Operating,CITY-ABC,LEGAL,Toronto Police Service (TPS),Borden Ladner Gervais,Legal advice for legal matters related to UBER. Completed.,8861
2016,Operating,CITY-C,Technical,"Pension, Payroll & Employee Benefits",Buck Consultants Limited,"The formulation of employee benefit strategies, creation of costing scenarios for benefit changes. Ongoing.",9697
2016,Operating,CITY-ABC,MGMT/R&D,Toronto Police Service (TPS),Buck Consultants Limited,Provide actuarial valuation of non-pension benefits and pension consultation. Completed.,31795
2016,Capital,CITY-ABC,Technical,Toronto Transit Commission,CAD Railway Industries,Evaluate on Scarborough Rapid Transit (SRT) and provide TTC with its findings and and potential solution proposals. Completed.,117024
2016,Capital,CITY-C,INFO TECHNOLOGY,"Pension, Payroll & Employee Benefits",Calian Ltd.,"Assement and implementation of Time, Attendance and Scheduling System - Cross - Application Timesheet (CATS). Expected completion Dec 2017.",2218840
2016,Operating,CITY-CMO,MGMT/R&D,City Manager's  Office,Canadian Urban Institute,Analyses and review of the City of Toronto's electoral ward boundaries. Completed.,265719
2016,Capital,CITY-B,Technical,City Planning,Canadian Urban Institute,Comprehensive Community Services & Facilities Study and Sector Engagement. Completed.,14600
2016,Capital,CITY-B,Technical,City Planning,Canadian Urban Institute,Urban Design Policy Development (Step 1: Background Research). Completed.,44069
2016,Operating,CITY-ABC,LEGAL,Toronto Police Service (TPS),Ceyssens & Bauchman,Legal advice related to PSA issues. Completed.,1018
2016,Operating,CITY-ABC,Technical,Toronto Transit Commission,CH2M Hill Canada Limited,Review of service delivery group for the development of a fare enforcement pilot program; bike rack study. Expected completion Apr 2018.,164288
2016,Capital,CITY-ABC,Technical,Toronto Transit Commission,CH2M Hill Canada Limited,Review on Toronto Rocket (TR) subway projects.  Audit of Train Door Monitoring System (TDMS) costing and safety.  Expected completion Jul 2017.,332375
2016,Capital,CITY-ABC,Technical,Toronto Transit Commission,CH2M Hill Canada Limited,Review on adaptability of Greenwood Shop single truck hoists (Phase II) to maintain TR trucks. Expected completion Jan 2017.,103291
2016,Capital,CITY-ABC,Technical,Toronto Transit Commission,CH2M Hill Canada Limited,Review on Toronto Rocket (TR) subway projects.  Audit of Train Door Monitoring System (TDMS) costing and safety.  Expected completion Jul 2017.,28976
2016,Capital,CITY-ABC,Technical,Toronto Transit Commission,CH2M Hill Canada Limited,Review on the fleet to ensure the quality outcomes of the SRT structural repairs. Expected completion Jul 2017.,60824
2016,Operating,CITY-A,MGMT/R&D,Children's Services,"Cleveland, Gordon",Study to advise the City of Toronto on how to navigate the current challenges of Licensed Child Care Demand and Growth. Completed.,168887
2016,Capital,CITY-ABC,INFO TECHNOLOGY,Toronto Transit Commission,Comtech,"Program Review; Business Process Re-engineering, Organizational Change Management and Training. Expected completion Dec 2019.",3847569
2016,Operating,CITY-ABC,MGMT/R&D,Toronto Police Services Board (TPSB),Cristofaro Consulting,Provide consulting and guidance to the Toronto Police Services Board regarding 2016 and 2017 budgets and other related budget matters. Completed.,1831
2016,Capital,CITY-ABC,Technical,Sony Centre for the Performing Arts,Crossey Engineering Ltd.,Design and tendering advice on the Centre's Rigging Project. Completed.,21980
2016,Capital,CITY-B,Technical,City Planning,Cushman & Wakefield Ltd.,Study of the Office Market in North York Centre. Completed.,24692
2016,Operating,CITY-ABC,Technical,Toronto Transit Commission,Cushman & Wakefield Ltd.,Asset value realization & occupancy strategy - office consolidation. Expected completion Dec 2017.,421270
2016,Operating,CITY-C,LEGAL,Facilities Management,Davies Ward Phillips & Vineberg,Legal Services for the selection of qualified potential lessees and negotiations with stakeholders - Union Station redevelopment and revitalization. Expected completion Dec 2017.,212771
2016,Operating,CITY-ABC,MGMT/R&D,Sony Centre for the Performing Arts,DCA Consultancy Ltd.,Advise on the development and refining evaluation criteria for programming partners and Request for Pre-Qualification,14835
2016,Operating,CITY-NP,MGMT/R&D,Corporate Finance,Deloitte & Touche,Review of  Toronto Hydro & Toronto Parking Asset Optimization. Completed.,101249
2016,Operating,CITY-C,MGMT/R&D,Real Estate Services,Deloitte & Touche,City-Wide Real Estate Review (CWRER) for the purposes of carrying out an objective review of the City’s real estate delivery model. Expected completion May 2017.,636562
2016,Operating,CITY-ABC,MGMT/R&D,Toronto Police Service (TPS),Deloitte & Touche,"Strategic consultation services to facilitate the development of a human resources professional services delivery model, including, strategy, organizational chart, job competencies. Completed.
",178080
2016,Operating,CITY-NP,LEGAL,"Pension, Payroll & Employee Benefits",Dentons Canada,Legal advice regarding Canada Revenue Agency (CRA) Employer Audit Compliance. Ongoing.,12939
2016,Operating,CITY-B,Technical,City Planning,Dialog Ontario Inc.,Heritage Conservation District Study for the Historic Yonge Street Area.,10712
2016,Capital,CITY-B,Technical,City Planning,Dillon Consulting Ltd,Develop a Port Lands Planning Framework and a Transportation and Servicing Master Plan. Completed.,194449
2016,Capital,CITY-B,Technical,Toronto Water,Dillon Consulting Ltd,Port Lands Planning Framework and a Transportation and Servicing Master Plan. Completed.,30880
